Lake_Year,Lake,Year,Item #,Identity,Group,Length,Sex,Weight,Well_ID,d13C,C ug,d15N,N ug,collectiondate,old_Lake_Year,Identity_old
Langlois_2013,Langlois,2013,L27,Populus balsamifera,Terrestrial plant,NA,NA,NA,NA,-30.923310038274348,1369.3000374797916,1.8378431305668748,45.20649029843892,NA,NA,Populus balsamifera
Langlois_2013,Langlois,2013,L32,Populus balsamifera,Terrestrial plant,NA,NA,NA,NA,-30.678043878908525,1330.939965056192,1.9290883350277275,61.8874224328819,NA,NA,Populus balsamifera
Langlois_2013,Langlois,2013,L28,Salix sitchensis,Terrestrial plant,NA,NA,NA,NA,-30.802095634543264,1107.6474291574434,4.116465677142771,56.049858876951994,NA,NA,Salix sitchensis
Langlois_2013,Langlois,2013,L23,Thuja plicata,Terrestrial plant,NA,NA,NA,NA,-29.685563381651924,1418.11417054692,-1.1810345955642187,33.358958226742494,NA,NA,Thuja plicata
Langlois_2013,Langlois,2013,L31,Thuja plicata,Terrestrial plant,NA,NA,NA,NA,-29.343671472039546,1299.550451505829,-3.6347978923385478,25.514366438476145,NA,NA,Thuja plicata
Langlois_2013,Langlois,2013,L1,Calanoida,Zooplankton,NA,NA,NA,NA,-33.555972790017414,450.90369476832217,7.492457134648472,96.17365484176592,NA,NA,Calanoida
Langlois_2013,Langlois,2013,L9,Calanoida,Zooplankton,NA,NA,NA,NA,-34.877676838559466,489.90558994171505,7.743138291955056,97.84595988073146,NA,NA,Calanoida
Langlois_2013,Langlois,2013,L2,Cladocera,Zooplankton,NA,NA,NA,NA,-35.79003127993161,407.19962649942835,4.9399603736078195,62.267117724688454,NA,NA,Cladocera
Langlois_2013,Langlois,2013,L3,Cladocera,Zooplankton,NA,NA,NA,NA,-35.497211662506885,454.0245266389564,5.691330599041576,69.27581157892443,NA,NA,Cladocera
Langlois_2013,Langlois,2013,L7,Cladocera,Zooplankton,NA,NA,NA,NA,-34.63381466957301,402.5156724546166,4.911093886523388,76.62186314781606,NA,NA,Cladocera
Martha_2012,Martha,2012,M75,Periphyton,Algae,NA,NA,NA,NA,-20.786997573300855,NA,9.619356027246651,NA,NA,NA,Periphyton
Martha_2012,Martha,2012,M80,Periphyton,Algae,NA,NA,NA,NA,-22.425562713232193,NA,6.583642872056549,NA,NA,NA,Periphyton
Martha_2012,Martha,2012,M81,Chironomidae,Aquatic invertebrate,NA,NA,NA,NA,-25.33239842983809,475.4259764214261,8.86141374893862,98.99398812222532,NA,NA,Chironomidae
Martha_2012,Martha,2012,M85,Chironomidae,Aquatic invertebrate,NA,NA,NA,NA,-21.885735830789812,466.0496071034723,10.341813369114131,100.67947108847174,NA,NA,Chironomidae
Martha_2012,Martha,2012,M89,Chironomidae,Aquatic invertebrate,NA,NA,NA,NA,-29.5344648586263,423.7768891334987,8.034241318244051,83.46143707517291,NA,NA,Chironomidae
Martha_2012,Martha,2012,M83,Gammaridae,Aquatic invertebrate,NA,NA,NA,NA,-19.326330189890196,475.4259764214261,9.996276385395877,91.40242893651798,NA,NA,Gammaridae
Martha_2012,Martha,2012,M82,Isopoda,Aquatic invertebrate,NA,NA,NA,NA,-18.29853224590668,378.2287655589814,9.822739040905514,74.32257041618239,NA,NA,Isopoda
Martha_2012,Martha,2012,M84,Isopoda,Aquatic invertebrate,NA,NA,NA,NA,-20.1957683413695,289.8514262841375,9.998880800855126,59.819514728742035,NA,NA,Isopoda
Martha_2012,Martha,2012,M90,Odonata_damsel,Aquatic invertebrate,NA,NA,NA,NA,-27.691985497441983,542.4363414104718,11.934068178593694,128.40960525955623,NA,NA,Odonata_damsel
Martha_2012,Martha,2012,M72,Odonata_damsel,Aquatic invertebrate,NA,NA,NA,NA,-27.406840315441354,588.9934460211128,10.941652208284234,128.40960525955623,NA,NA,Odonata_damsel
Martha_2012,Martha,2012,M73,Odonata_damsel,Aquatic invertebrate,NA,NA,NA,NA,-28.411485352891052,557.9731217440258,12.663372494616501,145.14202003138192,NA,NA,Odonata_damsel
Martha_2012,Martha,2012,M74,Odonata_dragon,Aquatic invertebrate,NA,NA,NA,NA,-22.695953077357032,242.27750662409517,10.582589181384288,34.106576014431695,NA,NA,Odonata_dragon
Martha_2012,Martha,2012,M100,Nymphaea,Aquatic plant,NA,NA,NA,NA,-26.143885289168228,1282.1102774087021,7.866255476808506,88.89630318865075,NA,NA,Nymphaea
Martha_2012,Martha,2012,M103,Nymphaea,Aquatic plant,NA,NA,NA,NA,-25.113135210568856,1372.7870501410791,7.256175155146957,79.14512609701917,NA,NA,Nymphaea
Martha_2012,Martha,2012,M104,Nymphaea,Aquatic plant,NA,NA,NA,NA,-26.247351198096727,1290.8305033374475,6.089866118344041,80.6454565414004,NA,NA,Nymphaea
Martha_2012,Martha,2012,M105A,Nymphaea,Aquatic plant,NA,NA,NA,NA,-25.67364095575224,1303.0383530002798,6.832496526417817,88.89630318865075,NA,NA,Nymphaea
Martha_2012,Martha,2012,M105B,Nymphaea,Aquatic plant,NA,NA,NA,NA,-25.689195158515737,1290.8305033374475,6.647236027324453,89.72963068659776,NA,NA,Nymphaea
Martha_2012,Martha,2012,M101,Potamogeton,Aquatic plant,NA,NA,NA,NA,-15.288135144937474,1144.293843379072,5.356375161036278,98.89512684282245,NA,NA,Potamogeton
Martha_2012,Martha,2012,M102,Potamogeton,Aquatic plant,NA,NA,NA,NA,-15.52674981342117,1228.038677039167,8.000474096991573,83.31257656520633,NA,NA,Potamogeton
Martha_2012,Martha,2012,M6,Pacifastacus leniusculus,Crayfish,38.9,NA,NA,NA,-23.41128771253631,466.215762334366,12.444662699049312,146.08803075792423,NA,NA,Pacifastacus leniusculus
Martha_2012,Martha,2012,M7,Pacifastacus leniusculus,Crayfish,53,NA,NA,NA,-24.932387588544405,511.35955056878964,11.805267868378433,162.2316945920834,NA,NA,Pacifastacus leniusculus
Martha_2012,Martha,2012,M13,Lepomis gibbosus,Fish,111,NA,38,NA,-24.755115915291974,459.13716416320653,14.118112882071813,140.8590599282118,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M70,Lepomis gibbosus,Fish,126,NA,48,NA,-25.860862894054275,518.9655861655835,14.816605407054118,160.5110109245602,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M14,Lepomis gibbosus,Fish,145,NA,86,NA,-26.648462712894933,441.7038251826873,15.55101397302582,138.52883663649118,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M11,Lepomis gibbosus,Fish,123,NA,46,NA,-26.97498608057877,399.15585650241565,15.069300929909774,125.64400971280593,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M69,Lepomis gibbosus,Fish,86,NA,14,NA,-25.982958292232535,461.31542180292803,15.672484116920796,142.60420890888398,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M10,Lepomis gibbosus,Fish,119,NA,98,NA,-26.02405943659132,447.1531334837215,15.30447629101389,138.52883663649118,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M9,Lepomis gibbosus,Fish,120,NA,98,NA,-25.096325527127725,554.2468820444899,14.450524422676667,170.80273236817862,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M15,Lepomis gibbosus,Fish,159,NA,114,NA,-26.22472714748154,502.6639060153565,15.038611787497564,156.4876874066118,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M16,Lepomis gibbosus,Fish,175,NA,136,NA,-24.362375398987545,461.8599546249124,14.724943980857367,142.60420890888398,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M12,Lepomis gibbosus,Fish,91,NA,16,NA,-27.434994879971732,435.1629873778998,14.310074227592683,137.94568117353285,NA,NA,Lepomis gibbosus
Martha_2012,Martha,2012,M67,Micropterus salmoides,Fish,310,NA,482,NA,-26.67729088279563,511.902920954363,16.362076673500585,162.80477610256858,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M68,Micropterus salmoides,Fish,410,NA,1052,NA,-25.322606726784816,458.0479595322755,16.147234045266632,147.8267036262923,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M65,Micropterus salmoides,Fish,125,NA,26,NA,-28.148345997904503,455.869398648273,15.14800882707257,143.1854455237522,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M63,Micropterus salmoides,Fish,201,NA,124,NA,-27.402665336339076,491.24596377217443,16.9798752512505,155.3360076973823,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M64,Micropterus salmoides,Fish,191,NA,96,NA,-26.618896759899428,441.7038251826873,16.83748979979105,138.52883663649118,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M62,Micropterus salmoides,Fish,224,NA,170,NA,-26.842804145022853,487.4387447769656,15.645184135978797,150.14157613329198,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M66,Micropterus salmoides,Fish,89,NA,10,NA,-27.1117110396881,389.87237837068534,15.433228246561667,122.69944967666255,NA,NA,Micropterus salmoides
Martha_2012,Martha,2012,M17,Perca flavescens,Fish,114,NA,18,NA,-27.352590718644294,565.0919254902216,14.993283873374784,177.05386066103762,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M20,Perca flavescens,Fish,105,NA,14,NA,-27.569663446177202,426.43904002489256,15.102789816872786,134.44171141954635,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M24,Perca flavescens,Fish,114,NA,18,NA,-27.421022071408782,533.6273755310235,14.991110505666198,167.38079337004467,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M26,Perca flavescens,Fish,122,NA,22,NA,-27.769124520809253,524.3969525133163,14.825606752891359,163.37761775704251,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M31,Perca flavescens,Fish,90,NA,10,NA,-26.99133971946779,424.8029397936199,14.81118326736787,131.5151405842478,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M30,Perca flavescens,Fish,184,NA,86,NA,-28.89211655232638,478.1900639264975,15.95377245665298,151.29757325072424,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M35,Perca flavescens,Fish,211,NA,130,NA,-27.94144473847668,420.98493035607345,15.150722607603578,135.02630601857226,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M36,Perca flavescens,Fish,188,NA,94,NA,-28.667229579604406,399.7018297347355,15.721175650710814,127.40786746235679,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M40,Perca flavescens,Fish,205,NA,116,NA,-29.178227899615568,436.7983674040049,15.775126801662005,139.11175224343822,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M41,Perca flavescens,Fish,201,NA,114,NA,-28.661806383524183,310.54137060642654,15.12444317896026,97.12870196220426,NA,NA,Perca flavescens
Martha_2012,Martha,2012,M1,Bellayma chinesis,Gastropod,45,NA,NA,NA,-27.609062886707544,330.80970043267774,12.104593355680928,56.70995753250524,NA,NA,Bellayma chinesis
Martha_2012,Martha,2012,M2,Bellayma chinesis,Gastropod,36,NA,NA,NA,-29.075509116891112,466.215762334366,11.825977284799276,98.92709897737724,NA,NA,Bellayma chinesis
Martha_2012,Martha,2012,M3,Bellayma chinesis,Gastropod,42,NA,NA,NA,-28.439807390883733,313.8293018660567,13.263259715917023,49.30337733381024,NA,NA,Bellayma chinesis
Martha_2012,Martha,2012,M4,Bellayma chinesis,Gastropod,40,NA,NA,NA,-28.97126371483337,304.51231524125916,12.720611268132028,62.48765397053664,NA,NA,Bellayma chinesis
Martha_2012,Martha,2012,M5,Bellayma chinesis,Gastropod,40,NA,NA,NA,-29.442813540500065,346.13639796454083,13.38992325555433,72.94379892354358,NA,NA,Bellayma chinesis
Martha_2012,Martha,2012,M75,Physidae,Gastropod,NA,NA,NA,NA,-23.412898117117756,227.9741874379202,10.126043521904615,34.106576014431695,NA,NA,Physidae
Martha_2012,Martha,2012,M76,Physidae,Gastropod,NA,NA,NA,NA,-21.315792539221388,208.88073590587805,10.285383036699152,23.084563361811,NA,NA,Physidae
Martha_2012,Martha,2012,M-POM-1M,POM,POM,NA,NA,NA,NA,-28.369756972851043,NA,6.662994621358789,NA,NA,NA,POM
Martha_2012,Martha,2012,M-POM-8M,POM,POM,NA,NA,NA,NA,-30.85277321651349,NA,7.233674398616153,NA,NA,NA,POM
Martha_2012,Martha,2012,M76,Sediment,Sediment,NA,NA,NA,NA,-27.109216432134332,NA,5.617785617401639,NA,NA,NA,Sediment
Martha_2012,Martha,2012,M76b,Sediment,Sediment,NA,NA,NA,NA,-27.557542695393415,NA,5.8368504005727715,NA,NA,NA,Sediment
Martha_2012,Martha,2012,M77,Sediment,Sediment,NA,NA,NA,NA,-27.340585032226947,NA,5.565302122760167,NA,NA,NA,Sediment
Martha_2012,Martha,2012,M106,Alnus rubra,Terrestrial plant,NA,NA,NA,NA,-32.32190435233254,1405.9114538956069,-0.602194312081558,51.37921665324335,NA,NA,Alnus rubra
Martha_2012,Martha,2012,M107,Alnus rubra,Terrestrial plant,NA,NA,NA,NA,-31.215072869787686,1405.9114538956069,-0.34763092146276603,70.55885733591177,NA,NA,Alnus rubra
Martha_2012,Martha,2012,M108,Populus balsamifera,Terrestrial plant,NA,NA,NA,NA,-29.104879266165444,1505.260600001288,5.384161051941587,89.72963068659776,NA,NA,Populus balsamifera
Martha_2012,Martha,2012,M109,Populus balsamifera,Terrestrial plant,NA,NA,NA,NA,-29.61403439585606,1444.2610158670482,3.076226940342088,64.97265992847073,NA,NA,Populus balsamifera
Martha_2012,Martha,2012,M94,Cladocera,Zooplankton,NA,NA,NA,NA,-31.94837891475297,415.9344116572758,10.61876303874418,88.02478582817211,NA,NA,Cladocera
Martha_2012,Martha,2012,M95,Cladocera,Zooplankton,NA,NA,NA,NA,-31.711259496930925,420.6404305069098,11.119640043659064,81.85484965298136,NA,NA,Cladocera
Martha_2012,Martha,2012,M96,Cladocera,Zooplankton,NA,NA,NA,NA,-31.54218039655983,517.5405823130374,10.712037164492596,104.04876772700135,NA,NA,Cladocera
Martha_2012,Martha,2012,M97,Cladocera,Zooplankton,NA,NA,NA,NA,-31.80108400408865,430.04767693107584,10.550053953095398,88.86940526700398,NA,NA,Cladocera
Martha_2012,Martha,2012,M98,Cladocera,Zooplankton,NA,NA,NA,NA,-31.84225083230963,525.3253870334042,10.51428788374831,104.89074411705808,NA,NA,Cladocera
Martha_2012,Martha,2012,M99,Cladocera,Zooplankton,NA,NA,NA,NA,-31.30552427137407,414.36538379813106,10.676191783785043,85.49009286469486,NA,NA,Cladocera
Martha_2012,Martha,2012,M91-92-93,Cyclopoid,Zooplankton,NA,NA,NA,NA,-29.020176330225308,425.3448522648431,8.196217287481813,75.59282772926943,NA,NA,Cyclopoid
North_2014,North,2014,SEA3_14_F04,Macrophyte,Aquatic plant,NA,NA,3.509,NA,-22.62894341927319,NA,0.45301822978937806,NA,NA,NA,Macrophyte
North_2014,North,2014,SEA3_14_F05,Macrophyte,Aquatic plant,NA,NA,3.337,NA,-15.341306947029702,NA,2.8599873603361656,NA,NA,NA,Macrophyte
North_2014,North,2014,SEA3_14_F06,Macrophyte,Aquatic plant,NA,NA,3.849,NA,-15.649983721679323,NA,2.3378859646023273,NA,NA,NA,Macrophyte
North_2014,North,2014,SEA3-14-C01,Procambarus clarkii,Crayfish,NA,NA,1.2,NA,-23.62997545523925,NA,6.451733991778599,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C02,Procambarus clarkii,Crayfish,NA,NA,1.114,NA,-29.191420475322598,NA,8.195853071793081,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C03,Procambarus clarkii,Crayfish,NA,NA,1.249,NA,-26.726399491965605,NA,6.840411235098635,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C04,Procambarus clarkii,Crayfish,NA,NA,1.257,NA,-25.18617602476871,NA,7.189569674977061,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C05,Procambarus clarkii,Crayfish,NA,NA,1.129,NA,-26.627483413835467,NA,7.769875765289516,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C06,Procambarus clarkii,Crayfish,NA,NA,1.095,NA,-30.459006447137664,NA,7.442442218566242,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C07,Procambarus clarkii,Crayfish,NA,NA,1.347,NA,-26.889772047639806,NA,6.295165846834912,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C08,Procambarus clarkii,Crayfish,NA,NA,1.19,NA,-29.314155719478183,NA,6.915410262080643,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C09,Procambarus clarkii,Crayfish,NA,NA,1.204,NA,-22.69390143400511,NA,6.202848492064518,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C10,Procambarus clarkii,Crayfish,NA,NA,1.185,NA,-29.358213715529303,NA,6.283793168706498,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C11,Procambarus clarkii,Crayfish,NA,NA,1.339,NA,-27.743553559904903,NA,6.96088144895665,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C12,Procambarus clarkii,Crayfish,NA,NA,1.335,NA,-27.208762809857788,NA,7.181401965627111,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C13,Procambarus clarkii,Crayfish,NA,NA,1.193,NA,-27.056075911695057,NA,7.174500429632633,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C14,Procambarus clarkii,Crayfish,NA,NA,0.988,NA,-24.46429683487975,NA,5.595065314943046,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-C15,Procambarus clarkii,Crayfish,NA,NA,1.301,NA,-22.22389996380447,NA,5.504155081326738,NA,NA,NA,Procambarus clarkii
North_2014,North,2014,SEA3-14-P01,Lepomis gibbosus,Fish,NA,NA,1.24,NA,-28.514014791047707,NA,9.911186742243382,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P02,Lepomis gibbosus,Fish,NA,NA,1.259,NA,-28.093509547410477,NA,9.200552052053556,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P03,Lepomis gibbosus,Fish,NA,NA,1.281,NA,-27.544529331535603,NA,9.704579923333956,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P04,Lepomis gibbosus,Fish,NA,NA,1.235,NA,-27.893185889921334,NA,9.444607107564991,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P05,Lepomis gibbosus,Fish,NA,NA,1.177,NA,-27.583284689520447,NA,9.503851119462,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P06,Lepomis gibbosus,Fish,NA,NA,1.306,NA,-27.92459377333339,NA,9.593330468539367,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P07,Lepomis gibbosus,Fish,NA,NA,1.259,NA,-27.598447534071344,NA,9.623748755967846,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P08,Lepomis gibbosus,Fish,NA,NA,1.219,NA,-27.274727921763816,NA,9.595175935982116,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P09,Lepomis gibbosus,Fish,NA,NA,1.262,NA,-27.4819146822278,NA,9.730048565711149,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P10,Lepomis gibbosus,Fish,NA,NA,1.277,NA,-27.592556088986985,NA,9.693615024760383,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P11,Lepomis gibbosus,Fish,NA,NA,1.206,NA,-26.567208945381754,NA,9.26213271165631,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P12,Lepomis gibbosus,Fish,NA,NA,1.314,NA,-27.644020871502402,NA,9.831369667895485,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P13,Lepomis gibbosus,Fish,NA,NA,1.292,NA,-27.257401973199322,NA,9.183157505959988,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P14,Lepomis gibbosus,Fish,NA,NA,1.326,NA,-26.902888557247348,NA,9.766447407575576,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P15,Lepomis gibbosus,Fish,NA,NA,1.298,NA,-27.91859094944527,NA,9.757531182787718,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P16,Lepomis gibbosus,Fish,NA,NA,1.339,NA,-28.354439942345746,NA,9.9311725458686535,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P17,Lepomis gibbosus,Fish,NA,NA,1.308,NA,-27.863877057791296,NA,9.762288032167664,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P18,Lepomis gibbosus,Fish,NA,NA,1.217,NA,-28.099537500946038,NA,9.86807266984284,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P19,Lepomis gibbosus,Fish,NA,NA,1.177,NA,-27.206198525720495,NA,9.936429752718947,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3-14-P20,Lepomis gibbosus,Fish,NA,NA,1.201,NA,-26.678687601961762,NA,9.63952017346274,NA,NA,NA,Lepomis gibbosus
North_2014,North,2014,SEA3_14_F07,Gastropoda,Gastropod,NA,NA,1.194,NA,-25.728702290881344,NA,6.0766236531399835,NA,NA,NA,Gastropoda
North_2014,North,2014,SEA3_14_F08,Gastropoda,Gastropod,NA,NA,1.209,NA,-25.890857076734523,NA,5.9997225889617765,NA,NA,NA,Gastropoda
North_2014,North,2014,SEA3_14_F09,Gastropoda,Gastropod,NA,NA,1.279,NA,-27.961509227807614,NA,5.9438832417933,NA,NA,NA,Gastropoda
North_2014,North,2014,SEA3_14_F01,Detritus,Terrestrial plant,NA,NA,3.695,NA,-30.344658178716767,NA,3.2174365763030193,NA,NA,NA,Detritus
North_2014,North,2014,SEA3_14_F02,Detritus,Terrestrial plant,NA,NA,3.7,NA,-28.750821507960744,NA,-0.6232528284380947,NA,NA,NA,Detritus
North_2014,North,2014,SEA3_14_F03,Detritus,Terrestrial plant,NA,NA,3.355,NA,-30.798081357842275,NA,1.675670234013397,NA,NA,NA,Detritus
North_2014,North,2014,SEA3_14_F10,Zooplankton,Zooplankton,NA,NA,1.317,NA,-32.50022434217889,NA,8.191013028584386,NA,NA,NA,Zooplankton
North_2014,North,2014,SEA3_14_F11,Zooplankton,Zooplankton,NA,NA,1.232,NA,-31.684673391796213,NA,7.658324229613741,NA,NA,NA,Zooplankton
North_2014,North,2014,SEA3_14_F12,Zooplankton,Zooplankton,NA,NA,1.239,NA,-33.907278654371744,NA,7.093710625050145,NA,NA,NA,Zooplankton
Pine_2016,Pine,2016,10,Chara,Algae,NA,NA,3.062,A10,-27.59206964688796,1288.183514699051,3.529307597675954,84.74342462304429,NA,NA,Chara
Pine_2016,Pine,2016,11,Chara,Algae,NA,NA,3.078,A11,-27.610403992069234,1231.1047338779238,3.3240804528826384,68.08382120691797,NA,NA,Chara
Pine_2016,Pine,2016,12,Chara,Algae,NA,NA,3.14,A12,-27.92632446601569,1341.9815371270977,3.518282072547855,84.1001362861228,NA,NA,Chara
Pine_2016,Pine,2016,26,Chironomidae,Aquatic invertebrate,NA,NA,0.354,C10,-24.93427176926217,146.26652228890055,5.533846750929572,31.436891865430663,NA,NA,Chironomidae
Pine_2016,Pine,2016,23a,Gammaridae,Aquatic invertebrate,NA,NA,0.82,C6,-25.615159543695952,286.04405978398546,6.462953845549127,59.04965734817028,NA,NA,Gammaridae
Pine_2016,Pine,2016,24a,Isopoda,Aquatic invertebrate,NA,NA,0.989,C7,-27.896318955589027,370.679831360657,4.692625003503314,78.59198748163978,NA,NA,Isopoda
Pine_2016,Pine,2016,24b,Isopoda,Aquatic invertebrate,NA,NA,1.07,C8,-27.998804153942622,385.5245340922789,4.6404812569651614,81.55946589750823,NA,NA,Isopoda
Pine_2016,Pine,2016,24c,Isopoda,Aquatic invertebrate,NA,NA,0.956,C9,-27.81112294183373,345.710087207995,4.688350734548069,72.93330324401663,NA,NA,Isopoda
Pine_2016,Pine,2016,19a,Odonata,Aquatic invertebrate,NA,NA,0.972,B7,-25.793321010027622,445.53296488252187,6.490375430328015,113.45322301214985,NA,NA,Odonata
Pine_2016,Pine,2016,20a,Odonata,Aquatic invertebrate,NA,NA,1.067,B10,-26.062167646765825,492.96477465605267,6.271623280511735,117.92579946390504,NA,NA,Odonata
Pine_2016,Pine,2016,21a,Odonata,Aquatic invertebrate,NA,NA,1.11,C1,-26.8000165810818,505.1637757505378,6.9061757758419375,132.00663453473177,NA,NA,Odonata
Pine_2016,Pine,2016,27a,Oligochaeta,Aquatic invertebrate,NA,NA,1.089,C11,-26.90501997144531,456.45189473036726,4.638269352949969,95.46312997440002,NA,NA,Oligochaeta
Pine_2016,Pine,2016,27b,Oligochaeta,Aquatic invertebrate,NA,NA,1.102,C12,-27.08763937902911,417.1491170571324,4.821348145369128,84.61347190290304,NA,NA,Oligochaeta
Pine_2016,Pine,2016,27c,Oligochaeta,Aquatic invertebrate,NA,NA,1.13,D1,-26.637888713536192,466.1833036811458,4.9518454906895695,99.06046078468329,NA,NA,Oligochaeta
Pine_2016,Pine,2016,22a,Trichoptera,Aquatic invertebrate,NA,NA,0.993,C4,-24.972550636725167,464.16354734075077,6.724266636139221,112.14463275031306,NA,NA,Trichoptera
Pine_2016,Pine,2016,22b,Trichoptera,Aquatic invertebrate,NA,NA,0.922,C5,-24.918897189678912,424.15154970586855,6.666286980437566,101.47949330824966,NA,NA,Trichoptera
Pine_2016,Pine,2016,7,Elodea candensis,Aquatic plant,NA,NA,3.161,A7,-17.055287004216414,1243.80896969911,4.587683162917862,66.61516767588334,NA,NA,Elodea candensis
Pine_2016,Pine,2016,8,Elodea candensis,Aquatic plant,NA,NA,3.013,A8,-15.421029273917062,1165.3288631269925,2.883032624796951,58.02755156035244,NA,NA,Elodea candensis
Pine_2016,Pine,2016,9,Elodea candensis,Aquatic plant,NA,NA,2.883,A9,-15.170982584812876,1175.5991046516226,3.3226174941695588,79.13117430383508,NA,NA,Elodea candensis
Pine_2016,Pine,2016,16,Nymphaea,Aquatic plant,NA,NA,3.039,B4,-28.561633755149874,1334.3931420196664,3.3427611565651616,73.93654717549192,NA,NA,Nymphaea
Pine_2016,Pine,2016,17,Nymphaea,Aquatic plant,NA,NA,3.699,B5,-28.55625690749439,1498.5284046408847,3.349034879819517,83.7026557035525,NA,NA,Nymphaea
Pine_2016,Pine,2016,18,Nymphaea,Aquatic plant,NA,NA,3.177,B6,-28.580627768557232,1424.243138404176,3.770597204895214,79.23304639092078,NA,NA,Nymphaea
Pine_2016,Pine,2016,13,Potamogeton,Aquatic plant,NA,NA,3.521,B1,-23.398780398757978,1561.1106019828821,4.245077015049602,137.65867120434555,NA,NA,Potamogeton
Pine_2016,Pine,2016,14,Potamogeton,Aquatic plant,NA,NA,3.211,B2,-15.07192076841668,1442.7659288105215,4.367150738160546,157.36013448599763,NA,NA,Potamogeton
Pine_2016,Pine,2016,15,Potamogeton,Aquatic plant,NA,NA,3.011,B3,-15.671857381958052,1347.271051387746,4.995239632264928,131.51059472457118,NA,NA,Potamogeton
Pine_2016,Pine,2016,82,Corbicula,Bivalve,NA,NA,0.938,H7,-30.093531809356552,473.7649461801302,6.2827334525928284,101.78163915279325,NA,NA,Corbicula
Pine_2016,Pine,2016,83,Corbicula,Bivalve,NA,NA,1.082,H8,-28.095451934252864,516.43109294273,5.277523494566451,123.61325837543234,NA,NA,Corbicula
Pine_2016,Pine,2016,84,Corbicula,Bivalve,NA,NA,1.024,H9,-28.221301673636905,449.06741161744657,5.818116309120503,106.6553662310734,NA,NA,Corbicula
